filename,viral_pattern,hook_strength,visual_quality,content_type,post_priority,suggested_hook_text,cloudinary_url,frame_url
HHTO0822.MP4,TEAM ON STILTS,9,7,"Worker on stilts doing ceiling work while another worker below, temporary work light, active plastering job",post now,Ceiling work hits different up here,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737501/emanuel-blueboard/HHTO0822.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737501/emanuel-blueboard/HHTO0822.jpg
FURO8262.MP4,WIDE ROOM REVEAL,8,7,"Large finished room with smooth white plastered walls and ceiling, natural light from window, wood floors, construction materials visible",post now,Smooth walls change everything here,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737487/emanuel-blueboard/FURO8262.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737487/emanuel-blueboard/FURO8262.jpg
GYMB2339.MP4,SATISFYING CLOSE-UP,8,7,"Worker in paint-covered clothes doing baseboard detail work, smooth finished white walls visible",post now,Watch this craftsman perfect details,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737499/emanuel-blueboard/GYMB2339.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737499/emanuel-blueboard/GYMB2339.jpg
MFIZ8878.MP4,WIDE ROOM REVEAL,8,7,"Room with finished drywall, natural light from windows, recessed lighting installed, winter view outside",post now,Natural light hits different here,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737568/emanuel-blueboard/MFIZ8878.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737568/emanuel-blueboard/MFIZ8878.jpg
RKNU8277.MP4,TEAM ON STILTS,8,7,"crew on stilts finishing drywall under staircase, active work",post now,Crew making angles look easy,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737634/emanuel-blueboard/RKNU8277.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737634/emanuel-blueboard/RKNU8277.jpg
BDBP1781.MP4,PROCESS DOCUMENTATION,7,7,"garage/shop with wooden ceiling grid furring strips, natural light from windows, prep for ceiling install",post now,Ceiling grid ready for blueboard,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737463/emanuel-blueboard/BDBP1781.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737463/emanuel-blueboard/BDBP1781.jpg
GZLP5049.MP4,WIDE ROOM REVEAL,7,7,"Large finished room with gray accent wall, large grid window, smooth plastered walls and ceiling, natural light",post now,Smooth walls change everything here,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737500/emanuel-blueboard/GZLP5049.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737500/emanuel-blueboard/GZLP5049.jpg
JFYT4024.MP4,TEAM ON STILTS,8,6,"worker on stilts doing ceiling work, second worker visible, large window with natural light",post now,Stilts make ceilings look easy,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737513/emanuel-blueboard/JFYT4024.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737513/emanuel-blueboard/JFYT4024.jpg
JMOD9625.MP4,WIDE ROOM REVEAL,7,7,"finished plastered room with vaulted ceiling, entry door, natural light, clean walls",post now,Fresh plaster transforms this space,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737515/emanuel-blueboard/JMOD9625.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737515/emanuel-blueboard/JMOD9625.jpg
KSYD1423.MP4,PROCESS DOCUMENTATION,7,7,"Exposed framing with electrical rough-in, yellow wiring, tankless water heater, utility area pre-drywall",post soon,Before the blueboard goes,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737524/emanuel-blueboard/KSYD1423.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737524/emanuel-blueboard/KSYD1423.jpg
NXHV1792.MP4,WIDE ROOM REVEAL,7,7,"Open floor plan with finished white walls and ceiling, structural columns, natural light from windows",post now,Smooth walls change everything,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737578/emanuel-blueboard/NXHV1792.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737578/emanuel-blueboard/NXHV1792.jpg
POLN8298.MP4,TRANSFORMATION REVEAL,7,7,Multi-panel bathroom renovation progress showing walls and tub surround,post now,Bathroom transformation in progress watch,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737611/emanuel-blueboard/POLN8298.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737611/emanuel-blueboard/POLN8298.jpg
UXLF8931.MP4,WIDE ROOM REVEAL,7,7,"Finished stairwell with smooth white plaster walls, clean angles, natural light from window, near-complete stage",post now,Smooth walls change everything here,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737678/emanuel-blueboard/UXLF8931.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737678/emanuel-blueboard/UXLF8931.jpg
VUCD8739.MP4,WIDE ROOM REVEAL,7,7,"Large open room with exposed wood framing, ceiling joists visible, natural window light, clean framing work, pre-blueboard stage",post now,Fresh framing ready for blueboard,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737702/emanuel-blueboard/VUCD8739.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737702/emanuel-blueboard/VUCD8739.jpg
WTLV9150.MP4,WIDE ROOM REVEAL,7,7,"Mid-renovation room with fresh drywall/plaster ceiling, recessed light holes, construction materials staged, natural light from door",post soon,Fresh ceiling ready for finish,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737712/emanuel-blueboard/WTLV9150.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737712/emanuel-blueboard/WTLV9150.jpg
BIYY4160.MP4,WIDE ROOM REVEAL,6,7,"Freshly plastered closet/alcove with smooth white walls and ceiling, electrical box visible",post soon,This closet was completely destroyed,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737465/emanuel-blueboard/BIYY4160.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737465/emanuel-blueboard/BIYY4160.jpg
CVJJ3455.MP4,TRANSFORMATION REVEAL,7,6,"Exterior shot of renovated multi-family home with new siding, black windows, green door, winter scene with snow",post now,Curb appeal hits different now,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737472/emanuel-blueboard/CVJJ3455.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737472/emanuel-blueboard/CVJJ3455.jpg
MAGH2184.MP4,PROCESS DOCUMENTATION,7,6,Spray foam insulation between wooden furring strips on walls and ceiling before blueboard,post soon,Before the blueboard goes up,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737543/emanuel-blueboard/MAGH2184.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737543/emanuel-blueboard/MAGH2184.jpg
SMTI4747.MP4,PROCESS DOCUMENTATION,7,6,"Active work site, drywall/plaster tools, buckets, extension cords, hallway with multiple rooms",post soon,Behind the scenes real work,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737648/emanuel-blueboard/SMTI4747.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737648/emanuel-blueboard/SMTI4747.jpg
TWUW6670.MP4,PROCESS DOCUMENTATION,7,6,"New construction home exterior, wood framing stage, two-story house with plywood sheathing, construction materials on ground",post soon,Before we touch the walls,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737660/emanuel-blueboard/TWUW6670.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737660/emanuel-blueboard/TWUW6670.jpg
AZKC6066.MP4,WIDE ROOM REVEAL,6,6,"large open space with drywall installed, beam detail, bicycle and supplies visible",post soon,Basement transformation in progress now,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737460/emanuel-blueboard/AZKC6066.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737460/emanuel-blueboard/AZKC6066.jpg
EPKW5172.MP4,WIDE ROOM REVEAL,7,5,"Large barn or industrial space with exposed timber framing, high ceilings, natural light through windows, wood paneling",post soon,Massive barn gets complete makeover,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737478/emanuel-blueboard/EPKW5172.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737478/emanuel-blueboard/EPKW5172.jpg
FHRM9117.MP4,PROCESS DOCUMENTATION,6,6,"Room with fresh white plaster, doorway opening, green drywall section, ladder with plastering tools",post soon,Watch this room come together,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737483/emanuel-blueboard/FHRM9117.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737483/emanuel-blueboard/FHRM9117.jpg
GCDV2251.MP4,HOOK MOMENT,7,5,"Exterior new construction home with blue house wrap, two-story, multiple windows, bright sunlight lens flare",post soon,New build blueboard coming soon,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737494/emanuel-blueboard/GCDV2251.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737494/emanuel-blueboard/GCDV2251.jpg
GIWS9200.MP4,WIDE ROOM REVEAL,6,6,"Attic room with sloped ceiling, skylight, drywall hung, access opening to crawl space visible",post soon,Attic transformation in progress now,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737497/emanuel-blueboard/GIWS9200.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737497/emanuel-blueboard/GIWS9200.jpg
NETV3522.MP4,PROCESS DOCUMENTATION,6,6,"Basement framing with exposed joists, HVAC ducts, stacked drywall sheets ready for install",post soon,Basement transformation starts here today,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737573/emanuel-blueboard/NETV3522.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737573/emanuel-blueboard/NETV3522.jpg
NPWX5777.MP4,WIDE ROOM REVEAL,6,6,"Mid-renovation room with drywall materials stacked, unfinished floors, recessed lighting installed in ceiling",post soon,Before the magic happens,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737576/emanuel-blueboard/NPWX5777.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737576/emanuel-blueboard/NPWX5777.jpg
QZAH3261.MP4,PROCESS DOCUMENTATION,6,6,"exterior showing white siding, porch framing, temporary stairs",post soon,New build coming together fast,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737632/emanuel-blueboard/QZAH3261.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737632/emanuel-blueboard/QZAH3261.jpg
WXUT5966.MP4,PROCESS DOCUMENTATION,6,6,"Exposed lath wall with metal corner bead installed, pendant light rough-ins, demolition/prep phase visible",post soon,Before the blueboard goes up,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737719/emanuel-blueboard/WXUT5966.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737719/emanuel-blueboard/WXUT5966.jpg
BNLM2851.MP4,TRANSFORMATION REVEAL,5,6,"Small room with textured ceiling, fresh plaster walls, baseboard heater, exposed pipe, window with natural light",skip,Small room huge transformation results,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737466/emanuel-blueboard/BNLM2851.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737466/emanuel-blueboard/BNLM2851.jpg
COZL8822.MP4,PROCESS DOCUMENTATION,6,5,"Staircase under construction with exposed framing, fresh drywall on walls, electrical rough-in visible",post soon,Building stairs from complete scratch,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737470/emanuel-blueboard/COZL8822.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737470/emanuel-blueboard/COZL8822.jpg
FVPM2033.MP4,PROCESS DOCUMENTATION,5,6,"Interior room mid-renovation with drywall sheets, construction materials, gray trash bin, door with window visible",skip,Before the magic happens here,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737492/emanuel-blueboard/FVPM2033.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737492/emanuel-blueboard/FVPM2033.jpg
JOEQ5532.MP4,PROCESS DOCUMENTATION,5,6,"bathroom mid-process with blueboard visible, joint compound applied, window masked",post soon,Blueboard bathroom before the magic,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737517/emanuel-blueboard/JOEQ5532.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737517/emanuel-blueboard/JOEQ5532.jpg
KGHD1367.MP4,WIDE ROOM REVEAL,6,5,"large open room with finished drywall, recessed lights, work materials on floor",post soon,Big space smooth wall goals,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737519/emanuel-blueboard/KGHD1367.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737519/emanuel-blueboard/KGHD1367.jpg
POFL0317.MP4,PROCESS DOCUMENTATION,5,6,"Basement framing with HVAC ducts, Uni-Kal plaster bags stacked",post soon,Before the plaster goes up,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737608/emanuel-blueboard/POFL0317.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737608/emanuel-blueboard/POFL0317.jpg
UOKG4760.MP4,TEAM ON STILTS,6,5,"Interior wood framing, worker visible in frame, exposed studs and ceiling joists, electrical boxes installed",post soon,Watch our crew transform this,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737673/emanuel-blueboard/UOKG4760.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737673/emanuel-blueboard/UOKG4760.jpg
VRRK5346.MP4,WIDE ROOM REVEAL,6,5,"Open room with spray foam insulation on walls, exposed ceiling joists, natural light from windows, pre-drywall stage",post soon,"Insulation done, blueboard next",https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737693/emanuel-blueboard/VRRK5346.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737693/emanuel-blueboard/VRRK5346.jpg
WMNV8157.MP4,TRANSFORMATION REVEAL,6,5,"Exterior shot of three-story house under renovation, dusk lighting, dumpster visible, neighborhood context, project scope visible",post soon,"Three floors, one team, watch",https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737708/emanuel-blueboard/WMNV8157.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737708/emanuel-blueboard/WMNV8157.jpg
ATXQ9587.MP4,WIDE ROOM REVEAL,5,5,"white plastered walls and ceiling with recessed detail, unfinished room",post soon,Fresh plaster ceiling detail work,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737455/emanuel-blueboard/ATXQ9587.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737455/emanuel-blueboard/ATXQ9587.jpg
OPMA7735.MP4,PROCESS DOCUMENTATION,5,5,"Stairwell with radiators stored, drywall work in progress, industrial lighting",skip,Stairwell prep in progress,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737588/emanuel-blueboard/OPMA7735.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737588/emanuel-blueboard/OPMA7735.jpg
OWDW0529.MP4,PROCESS DOCUMENTATION,6,4,Worker in dusty room during active plastering/sanding work,skip,Dust means work gets done,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737596/emanuel-blueboard/OWDW0529.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737596/emanuel-blueboard/OWDW0529.jpg
RPCS0641.MP4,WIDE ROOM REVEAL,5,5,"framed room with ceiling joists, windows, gravel floor, materials staged",post soon,Ready for the blueboard install,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737638/emanuel-blueboard/RPCS0641.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737638/emanuel-blueboard/RPCS0641.jpg
SIMO1762.MP4,PROCESS DOCUMENTATION,5,5,"Exterior shot of multi-family home under renovation, winter snow, dumpster visible",skip,Winter can't stop this project,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737643/emanuel-blueboard/SIMO1762.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737643/emanuel-blueboard/SIMO1762.jpg
UATX6806.MP4,WIDE ROOM REVEAL,5,5,"Interior room with drywall installed, unfinished floors with debris, doorway visible, pre-finishing stage",skip,Raw walls need our touch,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737668/emanuel-blueboard/UATX6806.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737668/emanuel-blueboard/UATX6806.jpg
XOTS7943.MP4,none,4,6,"Exterior driveway shot with black pickup truck, house with white garage door, rock pile visible",skip,Another job site arrival,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737733/emanuel-blueboard/XOTS7943.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737733/emanuel-blueboard/XOTS7943.jpg
EFET0427.MP4,PROCESS DOCUMENTATION,5,4,"Room under construction with tools, scaffolding equipment leaning against wall, concrete floor, doorway visible",skip,Before the transformation begins,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737474/emanuel-blueboard/EFET0427.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737474/emanuel-blueboard/EFET0427.jpg
ELUD8114.MP4,TRANSFORMATION REVEAL,4,5,"Corner of room with fresh plaster walls, concrete floor, small step or platform visible",skip,Clean walls need finishing touches,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737476/emanuel-blueboard/ELUD8114.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737476/emanuel-blueboard/ELUD8114.jpg
ITYA6408.MP4,WIDE ROOM REVEAL,5,4,"Corner of plastered room with smooth white walls, slightly blurry but shows finished surface",post soon,Clean corners every single time,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737511/emanuel-blueboard/ITYA6408.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737511/emanuel-blueboard/ITYA6408.jpg
KLBG7303.MP4,TRANSFORMATION REVEAL,4,5,"White tile floor with cleaning supplies, bucket and broom visible, post-work cleanup",skip,Clean finish every time,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737523/emanuel-blueboard/KLBG7303.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737523/emanuel-blueboard/KLBG7303.jpg
KVKH5642.MP4,none,3,6,"White Ford Transit work van parked in snowy driveway, large residential home in background",skip,Ready for another job,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737527/emanuel-blueboard/KVKH5642.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737527/emanuel-blueboard/KVKH5642.jpg
MBKK9566.MP4,SATISFYING CLOSE-UP,5,4,"Blurry hallway shot with partial view of worker, walls in progress",skip,Behind the scenes plastering work,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737547/emanuel-blueboard/MBKK9566.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737547/emanuel-blueboard/MBKK9566.jpg
QJID3936.MP4,WIDE ROOM REVEAL,5,4,"open framed room with ceiling joists and windows, natural light",post soon,Before the blueboard goes up,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737627/emanuel-blueboard/QJID3936.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737627/emanuel-blueboard/QJID3936.jpg
TKAE7467.MP4,WIDE ROOM REVEAL,5,4,"Blurry interior room shot, window with natural light, fresh plaster walls, construction materials",skip,Natural light hits fresh plaster,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737658/emanuel-blueboard/TKAE7467.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737658/emanuel-blueboard/TKAE7467.jpg
VGVH1276.MP4,PROCESS DOCUMENTATION,5,4,"Interior construction with exposed framing, spray foam insulation on ceiling, worker visible in background, active job site",skip,Before the walls go up,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737686/emanuel-blueboard/VGVH1276.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737686/emanuel-blueboard/VGVH1276.jpg
VTKT8927.MP4,PROCESS DOCUMENTATION,4,5,"Hallway with drywall/blueboard installed, small window, concrete floor, electrical work visible, mid-construction phase",skip,Hallway taking shape now,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737697/emanuel-blueboard/VTKT8927.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737697/emanuel-blueboard/VTKT8927.jpg
BYQT1798.MP4,PROCESS DOCUMENTATION,4,4,"Active construction site mid-renovation, drywall installation in progress, debris on floor, wood framing visible",skip,Messy now but wait until,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737468/emanuel-blueboard/BYQT1798.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737468/emanuel-blueboard/BYQT1798.jpg
HREN9621.MP4,none,3,5,"Floor tiles with construction debris, bucket with tools, yellow cloth on floor",skip,The mess before the magic,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737505/emanuel-blueboard/HREN9621.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737505/emanuel-blueboard/HREN9621.jpg
HUFP6899.MP4,PROCESS DOCUMENTATION,4,4,"Exposed wall framing with plumbing pipes, construction in progress, raw structure visible",skip,Before the blueboard goes up,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737507/emanuel-blueboard/HUFP6899.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737507/emanuel-blueboard/HUFP6899.jpg
KHEP8849.MP4,WIDE ROOM REVEAL,5,3,"Blurry interior framing with wood studs and shelving, unfinished basement or storage area",skip,Before the transformation begins,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737521/emanuel-blueboard/KHEP8849.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737521/emanuel-blueboard/KHEP8849.jpg
MYMI5491.MP4,none,3,5,Blurry shot of scaffolding against white wall with stairs visible,skip,Scaffolding up walls coming soon,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737571/emanuel-blueboard/MYMI5491.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737571/emanuel-blueboard/MYMI5491.jpg
SFNF2196.MP4,WIDE ROOM REVEAL,4,4,"Interior doorway, fresh plaster walls, electrical box cutout visible",skip,Fresh walls ready for paint,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737641/emanuel-blueboard/SFNF2196.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737641/emanuel-blueboard/SFNF2196.jpg
UNEW9977.MP4,PROCESS DOCUMENTATION,4,4,"Basement or utility area, HVAC equipment visible, red expansion tank, construction materials stored, blurry motion",skip,Behind the scenes prep work,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737671/emanuel-blueboard/UNEW9977.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737671/emanuel-blueboard/UNEW9977.jpg
LSQW8383.MP4,PROCESS DOCUMENTATION,4,3,"Blurry interior shot showing drywall installation in progress, HVAC ductwork visible, window light",skip,Walls going up fast,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737533/emanuel-blueboard/LSQW8383.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737533/emanuel-blueboard/LSQW8383.jpg
OWCA5924.MP4,TRANSFORMATION REVEAL,4,3,"Blurry hallway shot with window at end, walls partially finished, construction materials visible",skip,Hallway transformation coming soon,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737593/emanuel-blueboard/OWCA5924.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737593/emanuel-blueboard/OWCA5924.jpg
BASS8900.MP4,PROCESS DOCUMENTATION,3,3,"dark utility space with electrical conduit and wiring, HVAC ductwork",skip,Behind the walls rough work,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737461/emanuel-blueboard/BASS8900.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737461/emanuel-blueboard/BASS8900.jpg
IZLC8660.MP4,none,2,3,"dark doorway with blurry motion, unclear subject",skip,Skip this blurry dark shot,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737512/emanuel-blueboard/IZLC8660.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737512/emanuel-blueboard/IZLC8660.jpg
PNQB1386.MP4,none,2,3,Close-up of plastic sheeting/protective covering,skip,Protection before the transformation,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737601/emanuel-blueboard/PNQB1386.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737601/emanuel-blueboard/PNQB1386.jpg
PRDU3989.MP4,none,2,3,Exterior shot of trash bins and muddy construction site in winter,skip,Behind every job site cleanup,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737614/emanuel-blueboard/PRDU3989.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737614/emanuel-blueboard/PRDU3989.jpg
AOYP6798.MP4,none,2,2,blurry shot of wooden poles/handles with cluttered storage background,skip,Behind the scenes tool storage,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737441/emanuel-blueboard/AOYP6798.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737441/emanuel-blueboard/AOYP6798.jpg
HYWT6879.MP4,none,2,2,"Blurry motion shot of bathroom/interior space with tiles, camera moving too fast",skip,Quick walkthrough of the space,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737509/emanuel-blueboard/HYWT6879.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737509/emanuel-blueboard/HYWT6879.jpg
OODM3011.MP4,none,2,2,Blurry motion shot of doorway/hallway area with materials stored,skip,Not usable too blurry,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737581/emanuel-blueboard/OODM3011.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737581/emanuel-blueboard/OODM3011.jpg
QBFM3566.MP4,none,2,2,blurry interior construction site with framing and materials,skip,Behind the scenes chaos,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737619/emanuel-blueboard/QBFM3566.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737619/emanuel-blueboard/QBFM3566.jpg
XMHX5615.MP4,none,2,2,"Blurry motion shot through doorway, unclear bathroom glimpse, unusable footage",skip,N/A,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737726/emanuel-blueboard/XMHX5615.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737726/emanuel-blueboard/XMHX5615.jpg
STMK0057.MP4,none,1,2,"Gray ceiling close-up with visible seam line, minimal detail",skip,Seamless ceiling work in progress,https://res.cloudinary.com/dg1lg2bxk/video/upload/v1774737653/emanuel-blueboard/STMK0057.mp4,https://res.cloudinary.com/dg1lg2bxk/video/upload/so_3/v1774737653/emanuel-blueboard/STMK0057.jpg
